Order_ID,Order_Date,Order_Time,Delivery_Time,Hub_Region,Distance_KM,Delivery_Duration_Min,Is_On_Time,Delivery_Fee_Charged,Payout_to_Driver,Customer_Rating,Order_Value_INR,Net_Profit_INR
BLK119769,2025-01-03,22:47,23:08,West Hub,1.81,21,1,25,18.62,4.5,1447,135
BLK124985,2025-01-03,17:28,18:02,East Hub,8.82,34,0,15,26.64,3.7,178,17
BLK130214,2025-01-03,19:26,19:51,West Hub,3.24,25,1,49,35.88,4.6,1552,173
BLK107869,2025-01-03,16:51,17:20,West Hub,6.12,29,1,25,27.24,4.2,424,44
BLK134923,2025-01-03,10:44,11:11,North Hub,8.51,27,1,15,26.02,4.4,2046,193
BLK122835,2025-01-03,19:33,20:06,North Hub,6.91,33,0,15,22.82,4.0,412,41
BLK113808,2025-01-03,09:03,09:24,South Hub,3.18,21,1,25,21.36,4.5,1032,122
BLK129020,2025-01-03,21:24,21:43,North Hub,2.29,19,1,25,19.58,4.9,1551,182
BLK145633,2025-01-03,20:33,20:55,North Hub,2.65,22,1,15,14.3,4.5,1663,161
BLK103769,2025-01-03,20:11,20:50,East Hub,11.94,39,0,15,32.88,3.1,1638,132
BLK130926,2025-01-03,20:43,21:14,East Hub,5.07,31,0,15,19.14,1.5,1910,168
BLK125093,2025-01-03,14:29,15:05,East Hub,9.7,36,0,15,28.4,3.1,270,31
BLK104489,2025-01-03,16:05,16:32,West Hub,8.56,27,1,15,26.12,4.3,580,59
BLK140666,2025-01-03,08:07,08:35,East Hub,3.06,28,1,15,15.12,4.1,2468,222
BLK136519,2025-01-03,15:27,16:05,East Hub,8.14,38,0,25,31.28,3.3,712,66
BLK139026,2025-01-03,14:44,15:14,West Hub,9.28,30,1,15,27.56,4.1,970,106
BLK135045,2025-01-03,13:47,14:08,West Hub,4.12,21,1,25,23.24,4.4,761,66
BLK126251,2025-01-03,10:40,11:02,North Hub,5.68,22,1,25,26.36,4.5,900,97
BLK135422,2025-01-03,17:14,17:36,West Hub,2.82,22,1,15,14.64,4.4,451,53
BLK124807,2025-01-03,22:33,23:00,East Hub,4.07,27,1,15,17.14,4.2,2147,235
BLK119851,2025-01-03,15:36,16:22,East Hub,11.72,46,0,35,44.44,1.9,1321,123
BLK120304,2025-01-03,16:59,17:30,West Hub,6.75,31,0,15,22.5,3.9,1750,141
BLK129050,2025-01-03,16:48,17:25,West Hub,10.78,37,0,25,36.56,4.2,1025,91
BLK111208,2025-01-03,14:32,14:48,South Hub,3.94,16,1,25,22.88,4.7,2107,250
BLK148284,2025-01-03,18:05,18:33,North Hub,6.83,28,1,35,34.66,4.4,1474,174
BLK148862,2025-01-03,20:31,20:51,South Hub,1.51,20,1,25,18.02,2.1,1742,206
BLK124662,2025-01-03,09:00,09:29,West Hub,6.66,29,1,35,34.32,4.3,553,52
BLK102657,2025-01-03,12:25,13:05,East Hub,8.71,40,0,25,32.42,3.1,1290,103
BLK143763,2025-01-03,17:49,18:10,North Hub,3.33,21,1,15,15.66,4.5,2479,232
BLK118504,2025-01-03,20:33,21:09,North Hub,8.81,36,0,25,32.62,3.2,1603,191
BLK139608,2025-01-03,08:00,08:24,North Hub,3.65,24,1,15,16.3,4.6,1707,141
BLK102677,2025-01-03,17:09,17:40,East Hub,2.9,31,0,35,26.8,2.0,1689,171
BLK122551,2025-01-03,09:38,10:15,East Hub,5.59,37,0,25,26.18,3.5,157,12
BLK131868,2025-01-03,17:43,18:15,North Hub,11.07,32,0,25,37.14,3.8,340,37
BLK101577,2025-01-03,17:48,18:16,South Hub,11.67,28,1,25,38.34,4.2,1513,147
BLK122350,2025-01-03,20:58,21:30,West Hub,8.82,32,0,49,47.04,3.7,1958,208
BLK140146,2025-01-03,18:06,18:36,North Hub,5.89,30,1,25,26.78,4.2,793,92
BLK108256,2025-01-03,09:07,09:30,North Hub,2.01,23,1,25,19.02,2.3,2330,215
BLK101518,2025-01-03,21:04,21:28,East Hub,3.12,24,1,49,35.64,4.5,2337,235
BLK128721,2025-01-03,08:50,09:28,East Hub,11.37,38,0,15,31.74,3.5,1069,121
BLK104687,2025-01-03,18:47,19:03,West Hub,1.74,16,1,35,24.48,4.8,1871,151
BLK117972,2025-01-03,14:32,14:56,West Hub,8.13,24,1,15,25.26,4.5,330,39
BLK134223,2025-01-03,21:23,21:54,North Hub,7.63,31,0,35,36.26,3.8,607,68
BLK118211,2025-01-03,10:57,11:29,North Hub,11.06,32,0,15,31.12,3.9,1207,127
BLK108222,2025-01-03,08:04,08:41,East Hub,9.73,37,0,25,34.46,3.1,1418,119
BLK109795,2025-01-03,09:05,09:43,North Hub,11.9,38,0,15,32.8,3.2,369,43
BLK117064,2025-01-03,14:53,15:24,South Hub,11.7,31,0,15,32.4,3.8,2082,225
BLK104131,2025-01-03,21:37,22:05,North Hub,6.98,28,1,15,22.96,4.4,503,51
BLK118396,2025-01-03,16:51,17:31,East Hub,9.53,40,0,15,28.06,3.1,869,82
BLK141389,2025-01-03,08:36,09:01,West Hub,6.05,25,1,15,21.1,4.4,2098,234
BLK141610,2025-01-03,12:23,12:59,East Hub,8.94,36,0,15,26.88,3.1,1052,100
BLK101864,2025-01-03,22:11,22:47,East Hub,6.07,36,0,15,21.14,3.2,714,74
BLK104845,2025-01-03,20:59,21:19,North Hub,1.4,20,1,49,32.2,4.9,419,34
BLK143979,2025-01-03,11:18,11:40,West Hub,3.68,22,1,35,28.36,4.6,528,62
BLK106845,2025-01-03,21:33,21:56,South Hub,4.5,23,1,15,18.0,4.7,1937,225
BLK140788,2025-01-03,16:02,16:16,South Hub,2.52,14,1,35,26.04,4.9,644,58
BLK131501,2025-01-03,19:27,19:47,South Hub,5.93,20,1,25,26.86,4.9,940,77
BLK113861,2025-01-03,11:00,11:31,North Hub,7.69,31,0,15,24.38,3.7,2187,234
BLK141583,2025-01-03,09:21,09:49,North Hub,6.57,28,1,15,22.14,4.3,737,59
BLK122230,2025-01-03,18:59,19:25,South Hub,7.54,26,1,49,44.48,4.2,587,49
BLK123183,2025-01-03,19:15,19:36,North Hub,2.82,21,1,15,14.64,4.5,573,61
BLK141478,2025-01-03,13:35,13:53,South Hub,2.0,18,1,25,19.0,4.7,780,72
BLK141573,2025-01-03,09:03,09:32,North Hub,10.46,29,1,15,29.92,4.2,1205,142
BLK145601,2025-01-03,09:00,09:34,East Hub,7.22,34,0,35,35.44,3.7,277,28
BLK137021,2025-01-03,22:23,22:46,North Hub,2.58,23,1,25,20.16,4.6,2416,246
BLK135238,2025-01-03,15:50,16:12,North Hub,5.75,22,1,15,20.5,4.6,1468,128
BLK145143,2025-01-03,08:07,08:46,North Hub,11.69,39,0,25,38.38,3.3,1014,96
BLK124297,2025-01-03,14:32,14:59,East Hub,2.23,27,1,15,13.46,4.0,1375,111
BLK114956,2025-01-03,19:30,20:03,East Hub,6.36,33,0,35,33.72,3.7,555,54
BLK112635,2025-01-03,16:57,17:25,West Hub,9.4,28,1,25,33.8,5.0,2015,193
BLK130420,2025-01-03,16:32,17:10,East Hub,9.04,38,0,25,33.08,3.5,1952,178
BLK102321,2025-01-03,14:08,14:30,South Hub,6.08,22,1,25,27.16,4.6,1970,159
BLK139360,2025-01-03,11:30,11:51,West Hub,4.95,21,1,25,24.9,4.6,1168,97
BLK148264,2025-01-03,19:05,19:39,North Hub,7.72,34,0,25,30.44,3.8,1226,136
BLK124235,2025-01-03,22:27,22:56,West Hub,8.12,29,1,35,37.24,4.4,290,32
BLK121179,2025-01-03,21:10,21:48,East Hub,6.86,38,0,25,28.72,3.6,176,18
BLK130437,2025-01-03,21:48,22:11,North Hub,4.87,23,1,15,18.74,4.6,1021,105
BLK144739,2025-01-03,22:46,23:27,East Hub,10.57,41,0,35,42.14,2.5,801,89
BLK104205,2025-01-03,08:47,09:08,North Hub,2.19,21,1,25,19.38,4.0,476,52
BLK141749,2025-01-03,14:28,14:57,West Hub,9.95,29,1,35,40.9,4.3,924,85
BLK123674,2025-01-03,21:28,21:55,North Hub,9.08,27,1,15,27.16,4.3,1263,146
BLK146401,2025-01-03,14:16,14:48,East Hub,5.81,32,0,25,26.62,3.7,685,66
BLK124963,2025-01-03,09:13,09:30,West Hub,2.65,17,1,15,14.3,4.9,2182,225
BLK146313,2025-01-03,14:34,15:03,North Hub,9.92,29,1,15,28.84,4.2,2242,211
BLK105524,2025-01-03,18:47,19:19,East Hub,5.21,32,0,15,19.42,4.0,1098,126
BLK106569,2025-01-03,13:34,13:58,West Hub,4.35,24,1,15,17.7,4.6,1589,162
BLK124180,2025-01-03,21:58,22:34,West Hub,10.4,36,0,35,41.8,3.2,1037,101
BLK113797,2025-01-03,13:27,14:03,North Hub,11.34,36,0,15,31.68,3.2,1821,194
BLK147717,2025-01-03,18:24,18:44,West Hub,4.42,20,1,15,17.84,4.8,2003,187
BLK133149,2025-01-03,13:01,13:21,North Hub,2.35,20,1,25,19.7,4.9,1742,154
BLK109868,2025-01-03,22:06,22:42,East Hub,9.81,36,0,35,40.62,3.3,1423,121
BLK107365,2025-01-04,14:02,14:41,East Hub,8.99,39,0,15,26.98,3.4,462,45
BLK123189,2025-01-04,09:55,10:19,West Hub,1.67,24,1,15,12.34,4.7,663,59
BLK143528,2025-01-04,09:39,10:10,West Hub,9.85,31,0,35,40.7,3.7,1537,142
BLK106391,2025-01-04,08:37,09:01,North Hub,6.93,24,1,15,22.86,4.6,804,73
BLK113238,2025-01-04,14:04,14:21,South Hub,4.8,17,1,25,24.6,4.8,1982,198
BLK101723,2025-01-04,15:26,16:02,East Hub,5.43,36,0,15,19.86,3.5,476,40
BLK142482,2025-01-04,08:25,08:45,South Hub,5.04,20,1,25,25.08,4.8,584,51
BLK119678,2025-01-04,19:17,19:59,East Hub,11.4,42,0,15,31.8,2.8,550,59
BLK113498,2025-01-04,17:11,17:46,East Hub,9.56,35,0,35,40.12,3.3,1701,183
BLK117403,2025-01-04,14:14,14:57,East Hub,10.96,43,0,25,36.92,2.9,515,52
BLK111459,2025-01-04,09:51,10:16,South Hub,7.69,25,1,15,24.38,4.6,1006,106
BLK121328,2025-01-04,18:27,18:56,South Hub,10.46,29,1,15,29.92,4.3,1021,89
BLK140197,2025-01-04,17:16,17:41,North Hub,4.13,25,1,25,23.26,4.5,2210,264
BLK119741,2025-01-04,16:05,16:32,West Hub,8.13,27,1,15,25.26,4.1,2205,182
BLK141220,2025-01-04,14:57,15:33,East Hub,10.54,36,0,25,36.08,3.4,463,49
BLK133493,2025-01-04,11:48,12:17,East Hub,1.14,29,1,15,11.28,4.3,187,15
BLK129318,2025-01-04,11:06,11:29,North Hub,4.69,23,1,25,24.38,4.6,464,53
BLK127658,2025-01-04,08:01,08:31,East Hub,6.42,30,1,15,21.84,4.1,1090,116
BLK145475,2025-01-04,21:36,21:56,South Hub,2.14,20,1,25,19.28,4.9,1382,110
BLK120063,2025-01-04,10:45,11:24,East Hub,8.43,39,0,15,25.86,3.2,584,64
BLK129432,2025-01-04,09:39,10:01,West Hub,6.67,22,1,35,34.34,4.7,2445,260
BLK123763,2025-01-04,11:03,11:27,North Hub,4.89,24,1,25,24.78,4.6,554,46
BLK109827,2025-01-04,18:37,18:58,North Hub,5.17,21,1,35,31.34,4.6,1991,208
BLK103077,2025-01-04,19:41,19:58,South Hub,3.93,17,1,49,37.26,4.5,1929,184
BLK115258,2025-01-04,10:23,10:54,South Hub,9.47,31,0,15,27.94,3.8,712,59
BLK147562,2025-01-04,09:28,09:49,East Hub,1.69,21,1,25,18.38,4.7,1741,157
BLK109812,2025-01-04,19:43,20:10,East Hub,4.3,27,1,25,23.6,4.1,2344,219
BLK134664,2025-01-04,13:58,14:25,North Hub,6.78,27,1,15,22.56,4.2,1708,203
BLK107112,2025-01-04,21:23,21:44,North Hub,1.02,21,1,15,11.04,4.6,2274,229
BLK134226,2025-01-04,14:55,15:13,West Hub,3.53,18,1,35,28.06,4.9,1845,180
BLK134618,2025-01-04,09:57,10:15,North Hub,2.78,18,1,15,14.56,4.7,2259,264
BLK136839,2025-01-04,18:19,18:51,North Hub,8.91,32,0,25,32.82,3.9,2007,207
BLK145019,2025-01-04,18:43,19:13,West Hub,7.12,30,1,15,23.24,4.4,2328,233
BLK148701,2025-01-04,16:51,17:16,East Hub,4.02,25,1,25,23.04,4.6,1347,136
BLK117114,2025-01-04,14:21,14:48,North Hub,4.18,27,1,49,37.76,4.2,840,88
BLK117973,2025-01-04,22:08,22:43,North Hub,9.54,35,0,15,28.08,2.3,178,16
BLK147902,2025-01-04,09:13,09:39,West Hub,4.32,26,1,49,38.04,4.0,2118,246
BLK143021,2025-01-04,14:57,15:32,East Hub,4.91,35,0,15,18.82,3.8,1640,153
BLK142681,2025-01-04,14:24,14:52,North Hub,3.41,28,1,15,15.82,4.4,888,104
BLK146403,2025-01-04,21:00,21:23,North Hub,3.81,23,1,25,22.62,4.5,672,73
BLK129465,2025-01-04,13:31,13:53,South Hub,2.76,22,1,15,14.52,4.5,937,93
BLK145866,2025-01-04,16:33,16:58,North Hub,2.67,25,1,15,14.34,4.5,1354,116
BLK100496,2025-01-04,20:10,20:31,South Hub,4.81,21,1,35,30.62,4.5,2302,235
BLK133600,2025-01-04,18:24,18:59,East Hub,9.69,35,0,15,28.38,3.8,2488,228
BLK129023,2025-01-04,14:47,15:09,West Hub,5.59,22,1,15,20.18,4.5,854,70
BLK112346,2025-01-04,09:25,09:43,South Hub,5.22,18,1,25,25.44,4.8,596,69
BLK111212,2025-01-04,16:33,17:09,North Hub,11.69,36,0,15,32.38,3.7,2012,221
BLK113399,2025-01-04,16:52,17:18,West Hub,3.21,26,1,15,15.42,4.4,1491,165
BLK138469,2025-01-04,14:41,15:01,West Hub,2.99,20,1,25,20.98,4.8,376,43
BLK129085,2025-01-04,20:24,20:49,North Hub,4.96,25,1,15,18.92,4.7,898,87
BLK130938,2025-01-04,19:39,20:08,South Hub,8.21,29,1,35,37.42,4.2,750,69
BLK121247,2025-01-04,18:56,19:24,South Hub,8.76,28,1,15,26.52,4.0,1833,197
BLK116986,2025-01-04,13:09,13:36,East Hub,1.99,27,1,15,12.98,4.4,891,104
BLK118371,2025-01-04,19:45,20:13,North Hub,7.81,28,1,35,36.62,4.1,2124,226
BLK134818,2025-01-04,22:13,22:37,South Hub,9.24,24,1,15,27.48,2.9,2449,209
BLK105013,2025-01-04,12:20,12:41,West Hub,3.96,21,1,49,37.32,4.4,1652,168
BLK147887,2025-01-04,17:21,17:46,North Hub,2.37,25,1,35,25.74,4.5,300,27
BLK134036,2025-01-04,22:50,23:27,East Hub,9.84,37,0,15,28.68,3.3,2234,225
BLK131119,2025-01-04,13:17,13:41,West Hub,6.31,24,1,15,21.62,4.6,753,69
BLK129272,2025-01-04,09:14,09:40,West Hub,9.51,26,1,49,48.42,4.1,1867,196
BLK123587,2025-01-04,18:56,19:20,South Hub,8.77,24,1,25,32.54,4.7,1365,137
BLK120249,2025-01-04,10:52,11:30,East Hub,10.42,38,0,15,29.84,3.2,181,15
BLK124306,2025-01-04,22:56,23:23,West Hub,5.3,27,1,15,19.6,4.2,1123,103
BLK101911,2025-01-04,16:29,16:55,South Hub,5.94,26,1,15,20.88,1.6,975,109
BLK122065,2025-01-04,08:28,08:54,East Hub,1.04,26,1,15,11.08,4.3,949,95
BLK110743,2025-01-04,22:13,22:33,South Hub,1.93,20,1,15,12.86,1.9,2342,243
BLK106026,2025-01-04,11:14,11:51,North Hub,9.39,37,0,25,33.78,3.4,1467,134
BLK144671,2025-01-04,19:06,19:37,North Hub,9.74,31,0,15,28.48,1.4,679,59
BLK110329,2025-01-04,09:16,09:51,East Hub,8.0,35,0,15,25.0,3.7,1281,147
BLK146818,2025-01-04,21:46,22:23,North Hub,10.16,37,0,35,41.32,3.1,642,51
BLK130523,2025-01-04,15:30,15:47,West Hub,1.29,17,1,25,17.58,4.7,331,36
BLK130531,2025-01-04,16:09,16:41,West Hub,8.49,32,0,15,25.98,3.9,575,54
BLK139405,2025-01-04,13:08,13:47,East Hub,7.55,39,0,35,36.1,3.2,301,31
BLK135644,2025-01-04,12:59,13:14,West Hub,1.3,15,1,25,17.6,4.9,377,41
BLK139406,2025-01-04,09:59,10:19,West Hub,5.24,20,1,25,25.48,4.9,2481,252
BLK132733,2025-01-04,08:06,08:28,West Hub,3.24,22,1,35,27.48,1.3,2080,228
BLK145060,2025-01-04,17:08,17:44,East Hub,7.69,36,0,15,24.38,3.0,982,109
BLK137666,2025-01-04,19:54,20:21,West Hub,5.43,27,1,25,25.86,4.2,356,33
BLK117490,2025-01-04,11:24,11:51,North Hub,6.82,27,1,15,22.64,4.4,1563,149
BLK122343,2025-01-04,10:35,11:05,North Hub,7.37,30,1,25,29.74,4.1,860,79
BLK118141,2025-01-04,16:32,17:01,South Hub,10.89,29,1,35,42.78,4.2,761,84
BLK127140,2025-01-04,18:17,18:36,North Hub,1.28,19,1,15,11.56,4.8,715,83
BLK141526,2025-01-04,15:50,16:24,North Hub,9.5,34,0,15,28.0,3.8,813,70
BLK146807,2025-01-04,09:44,10:12,North Hub,6.68,28,1,25,28.36,4.2,1797,206
BLK107714,2025-01-04,20:06,20:44,East Hub,9.18,38,0,25,33.36,3.6,837,71
BLK107638,2025-01-04,18:46,19:02,South Hub,2.91,16,1,35,26.82,4.7,1030,98
BLK114316,2025-01-04,19:14,19:31,South Hub,1.68,17,1,15,12.36,4.8,544,47
BLK120774,2025-01-04,15:54,16:32,North Hub,10.3,38,0,49,50.0,3.5,407,45
BLK108553,2025-01-04,21:26,21:57,West Hub,8.6,31,0,25,32.2,3.6,919,82
BLK141943,2025-01-04,10:52,11:29,North Hub,9.43,37,0,35,39.86,3.3,1263,112
BLK136210,2025-01-04,16:26,16:56,North Hub,5.07,30,1,25,25.14,4.1,803,71
BLK122717,2025-01-04,11:44,12:16,West Hub,7.62,32,0,15,24.24,3.9,2205,250
BLK100325,2025-01-04,17:01,17:20,South Hub,5.82,19,1,35,32.64,4.8,2327,222
BLK131970,2025-01-04,13:05,13:35,South Hub,11.61,30,1,49,52.62,4.1,1391,132
BLK140999,2025-01-04,15:17,15:51,West Hub,9.4,34,0,35,39.8,4.7,218,24
BLK146758,2025-01-04,20:17,20:42,West Hub,6.95,25,1,25,28.9,4.6,2379,234
BLK126346,2025-01-04,18:22,18:56,North Hub,9.04,34,0,25,33.08,3.8,816,78
BLK128214,2025-01-04,19:40,20:10,North Hub,10.48,30,1,35,41.96,4.3,961,78
BLK143862,2025-01-04,09:53,10:27,West Hub,11.74,34,0,25,38.48,3.6,434,40
BLK100948,2025-01-04,21:21,21:55,North Hub,7.73,34,0,25,30.46,4.0,2487,257
BLK122751,2025-01-04,09:57,10:23,East Hub,3.42,26,1,15,15.84,4.2,958,94
BLK105706,2025-01-04,15:28,15:53,West Hub,7.55,25,1,49,44.5,4.6,881,84
BLK107700,2025-01-04,13:17,13:47,West Hub,9.58,30,1,25,34.16,4.4,803,89
BLK145600,2025-01-04,18:33,19:03,East Hub,3.95,30,1,15,16.9,4.2,398,33
BLK103866,2025-01-04,19:05,19:31,South Hub,6.74,26,1,15,22.48,4.0,1139,110
BLK143650,2025-01-04,17:10,17:34,West Hub,7.97,24,1,25,30.94,4.6,1631,134
BLK101486,2025-01-04,19:26,19:53,West Hub,9.35,27,1,15,27.7,4.2,2380,270
BLK125794,2025-01-04,20:05,20:26,West Hub,1.88,21,1,49,33.16,4.5,2022,176
BLK119006,2025-01-04,22:23,23:01,North Hub,11.8,38,0,25,38.6,3.2,1939,224
BLK135330,2025-01-04,12:36,12:58,West Hub,6.57,22,1,35,34.14,4.5,1522,159
BLK121830,2025-01-04,18:34,19:11,West Hub,11.23,37,0,15,31.46,3.3,952,78
BLK101328,2025-01-04,15:53,16:24,East Hub,4.2,31,0,35,29.4,4.0,1337,110
BLK136359,2025-01-04,21:05,21:29,West Hub,6.44,24,1,15,21.88,4.5,1055,90
BLK105496,2025-01-04,14:55,15:38,East Hub,10.98,43,0,25,36.96,2.0,414,37
BLK140145,2025-01-04,10:09,10:38,North Hub,4.5,29,1,25,24.0,4.0,1628,138
BLK139864,2025-01-04,18:21,18:51,North Hub,6.22,30,1,15,21.44,4.2,2182,211
BLK118994,2025-01-04,16:22,16:56,East Hub,5.17,34,0,35,31.34,3.9,1241,144
BLK125643,2025-01-04,15:34,15:52,South Hub,4.26,18,1,49,37.92,4.7,1295,143
BLK117856,2025-01-04,21:33,22:11,East Hub,8.3,38,0,35,37.6,3.3,1336,159
BLK100968,2025-01-04,17:29,17:47,South Hub,6.58,18,1,25,28.16,4.8,1519,153
BLK104104,2025-01-04,08:00,08:35,West Hub,10.58,35,0,15,30.16,3.9,2084,174
BLK136412,2025-01-04,18:03,18:45,East Hub,11.59,42,0,25,38.18,2.8,974,83
BLK145120,2025-01-04,10:22,10:51,East Hub,6.09,29,1,15,21.18,4.2,1232,128
BLK118565,2025-01-04,14:45,15:02,North Hub,1.37,17,1,25,17.74,4.7,1530,167
BLK102728,2025-01-04,19:08,19:43,East Hub,5.96,35,0,35,32.92,3.7,757,80
BLK123077,2025-01-04,09:15,09:37,East Hub,1.15,22,1,15,11.3,4.5,1929,223
BLK117473,2025-01-04,15:41,16:06,West Hub,3.14,25,1,15,15.28,4.6,1442,145
BLK122644,2025-01-04,17:13,17:44,South Hub,9.64,31,0,25,34.28,3.9,192,19
BLK127173,2025-01-04,08:26,08:42,North Hub,1.64,16,1,25,18.28,4.8,368,34
BLK149747,2025-01-04,16:05,16:36,West Hub,8.96,31,0,15,26.92,3.9,462,45
BLK115432,2025-01-04,18:37,19:00,West Hub,5.31,23,1,15,19.62,4.5,2056,166
BLK132813,2025-01-04,14:12,14:33,South Hub,3.22,21,1,15,15.44,4.7,964,81
BLK136351,2025-01-04,19:33,20:00,West Hub,5.9,27,1,25,26.8,4.0,717,81
BLK116557,2025-01-04,18:41,19:18,West Hub,11.9,37,0,15,32.8,3.6,2442,198
BLK128054,2025-01-04,15:53,16:35,East Hub,11.55,42,0,35,44.1,2.7,478,57
BLK112137,2025-01-04,20:14,20:48,North Hub,10.91,34,0,25,36.82,3.6,2081,214
BLK111562,2025-01-05,22:47,23:08,West Hub,4.89,21,1,25,24.78,4.5,2004,232
BLK115551,2025-01-05,21:01,21:28,West Hub,6.59,27,1,15,22.18,4.4,628,62
BLK102330,2025-01-05,17:25,17:59,North Hub,10.52,34,0,49,50.44,3.8,907,81
BLK124316,2025-01-05,09:50,10:08,South Hub,5.5,18,1,15,20.0,4.9,154,13
BLK113618,2025-01-05,13:27,14:07,East Hub,9.25,40,0,15,27.5,3.5,1805,144
BLK118812,2025-01-05,08:00,08:40,East Hub,7.58,40,0,35,36.16,3.4,1723,159
BLK132031,2025-01-05,16:54,17:31,East Hub,9.4,37,0,35,39.8,3.1,2308,239
BLK139855,2025-01-05,14:25,14:59,North Hub,7.37,34,0,15,23.74,3.8,2179,203
BLK100613,2025-01-05,10:37,10:54,West Hub,3.48,17,1,15,15.96,4.8,329,38
BLK138245,2025-01-05,10:17,10:40,West Hub,1.65,23,1,15,12.3,2.3,418,40
BLK128289,2025-01-05,08:26,08:47,South Hub,7.91,21,1,49,45.22,4.6,1471,172
BLK148837,2025-01-05,11:30,11:54,East Hub,1.95,24,1,15,12.9,4.6,2462,293
BLK139317,2025-01-05,10:37,11:02,North Hub,5.78,25,1,35,32.56,4.6,2308,233
BLK139298,2025-01-05,16:35,17:02,South Hub,6.93,27,1,49,43.26,4.0,1615,141
BLK132079,2025-01-05,10:47,11:16,North Hub,7.98,29,1,15,24.96,4.0,1804,160
BLK131607,2025-01-05,08:39,09:12,West Hub,11.81,33,0,25,38.62,3.8,1866,167
BLK112602,2025-01-05,17:08,17:25,North Hub,2.62,17,1,35,26.24,4.9,279,26
BLK130587,2025-01-05,17:45,18:17,South Hub,11.91,32,0,25,38.82,3.7,537,54
BLK131669,2025-01-05,12:37,12:59,West Hub,1.44,22,1,15,11.88,4.5,1087,120
BLK111998,2025-01-05,22:36,23:09,North Hub,7.06,33,0,25,29.12,3.9,2093,180
BLK148313,2025-01-05,17:04,17:27,West Hub,1.97,23,1,15,12.94,4.7,1239,110
BLK147577,2025-01-05,21:26,21:55,South Hub,8.31,29,1,49,46.02,4.2,2283,243
BLK146580,2025-01-05,15:58,16:23,North Hub,4.22,25,1,25,23.44,4.6,2404,208
BLK127157,2025-01-05,14:22,14:53,West Hub,11.45,31,0,49,52.3,3.6,1904,173
BLK107769,2025-01-05,20:52,21:15,West Hub,2.99,23,1,15,14.98,4.5,2204,248
BLK101561,2025-01-05,08:47,09:16,South Hub,8.27,29,1,35,37.54,4.1,2047,228
BLK139584,2025-01-05,13:14,13:37,East Hub,2.98,23,1,15,14.96,1.1,876,85
BLK102431,2025-01-05,22:40,23:04,North Hub,7.33,24,1,15,23.66,4.5,542,45
BLK104797,2025-01-05,13:34,13:59,North Hub,1.89,25,1,35,24.78,4.6,280,32
BLK141636,2025-01-05,20:09,20:35,South Hub,8.53,26,1,15,26.06,4.4,676,61
BLK134341,2025-01-05,19:37,20:00,West Hub,4.41,23,1,25,23.82,4.4,712,84
BLK117724,2025-01-05,09:12,09:53,East Hub,9.52,41,0,15,28.04,2.9,1468,123
BLK145782,2025-01-05,17:49,18:14,North Hub,7.83,25,1,15,24.66,4.5,959,79
BLK105423,2025-01-05,08:56,09:13,West Hub,3.45,17,1,49,36.3,4.7,1517,164
BLK142900,2025-01-05,10:44,11:04,South Hub,2.92,20,1,15,14.84,4.7,535,46
BLK133474,2025-01-05,22:13,22:58,East Hub,11.51,45,0,49,52.42,2.8,1437,126
BLK140058,2025-01-05,19:14,19:43,South Hub,11.3,29,1,35,43.6,4.2,736,78
BLK100842,2025-01-05,10:10,10:34,East Hub,1.02,24,1,25,17.04,4.5,970,101
BLK132750,2025-01-05,22:49,23:16,North Hub,4.11,27,1,15,17.22,4.1,1505,177
BLK125014,2025-01-05,17:00,17:26,South Hub,8.67,26,1,15,26.34,4.1,1961,175
BLK130922,2025-01-05,15:17,15:51,West Hub,10.86,34,0,25,36.72,4.9,589,68
BLK125085,2025-01-05,22:24,22:57,East Hub,7.32,33,0,35,35.64,4.0,1136,122
BLK105285,2025-01-05,16:37,16:54,South Hub,2.4,17,1,35,25.8,4.7,472,51
BLK148560,2025-01-05,18:36,19:04,North Hub,4.88,28,1,25,24.76,4.3,2157,203
BLK129824,2025-01-05,22:07,22:41,East Hub,4.76,34,0,15,18.52,3.7,1534,137
BLK114012,2025-01-05,10:54,11:27,North Hub,9.56,33,0,35,40.12,3.7,1154,96
BLK148943,2025-01-05,15:44,16:21,West Hub,11.02,37,0,35,43.04,3.3,917,99
BLK101044,2025-01-05,13:13,13:48,North Hub,8.07,35,0,15,25.14,3.8,2110,184
BLK138927,2025-01-05,20:04,20:24,West Hub,3.88,20,1,15,16.76,4.9,1300,128
BLK107520,2025-01-05,18:30,18:52,North Hub,3.24,22,1,35,27.48,4.4,788,65
BLK102051,2025-01-05,12:33,13:05,East Hub,6.62,32,0,35,34.24,4.0,1179,99
BLK140262,2025-01-05,22:23,22:58,West Hub,9.59,35,0,15,28.18,3.9,614,70
BLK114811,2025-01-05,18:03,18:44,East Hub,11.42,41,0,15,31.84,2.7,2140,207
BLK117414,2025-01-05,20:34,20:57,West Hub,2.2,23,1,25,19.4,4.5,335,30
BLK111818,2025-01-05,11:07,11:30,South Hub,9.95,23,1,15,28.9,4.5,2436,229
BLK115775,2025-01-05,21:46,22:21,North Hub,9.37,35,0,35,39.74,3.8,2178,192
BLK125337,2025-01-05,08:48,09:16,South Hub,10.64,28,1,15,30.28,4.1,1971,225
BLK144991,2025-01-05,08:15,08:44,West Hub,9.64,29,1,49,48.68,4.0,1926,168
